,question,answer,img_id,type
553,màu của dấu hiệu là gì,màu vàng,174406,2
554,màu sắc của chiếc váy là gì,màu đỏ,320660,2
555,màu của dĩa nhựa là gì,màu vàng,318529,2
556,màu của ghế là gì,màu đen,69768,2
557,màu của phòng tắm là gì,màu trắng,581601,2
558,màu sắc của những con chim là gì,màu đen,300047,2
559,màu của chiếc giường là gì,màu đỏ,155205,2
560,màu của bầu trời là gì,màu xanh dương,469834,2
561,màu của bề mặt là gì,màu nâu,213349,2
562,màu của chiếc tàu là gì,màu đỏ,160660,2
563,màu của dấu hiệu là gì,màu xanh dương,126590,2
564,màu của cây cầu là gì,màu đỏ,340222,2
565,màu của xe máy là gì,màu đỏ,225579,2
566,màu của bánh là gì,màu trắng,580026,2
567,màu sắc của bông hoa là gì,màu trắng,421059,2
568,màu của quả bóng là gì,màu xanh dương,444692,2
569,màu của dĩa nhựa là gì,màu vàng,564483,2
570,màu của chiếc bình là gì,màu đen,407967,2
571,màu của nón là gì,màu cam,218649,2
572,màu của hồ là gì,màu xanh dương,350361,2
573,màu của đèn dừng là gì,màu vàng,534791,2
574,màu của xe buýt là gì,màu vàng,395314,2
575,màu của xe máy là gì,màu vàng,351262,2
576,màu của những quả chuối là gì,màu xanh lá,164918,2
577,màu của xe là gì,màu xanh dương,501957,2
578,màu của bên trong là gì,màu cam,326390,2
579,màu sắc của chiếc xe đẩy là gì,màu đỏ,542338,2
580,màu của vòi nước là gì,màu đỏ,2148,2
581,màu sắc của hành tây là gì,màu xanh lá,108914,2
582,màu của những đám mây là gì,màu xám,157610,2
583,màu của con chim là gì,màu đen,183504,2
584,màu của dĩa nhựa là gì,màu cam,309168,2
585,màu của chiếc bình là gì,màu đen,136993,2
586,màu của con chó là gì,màu xám,542165,2
587,màu của xe tải là gì,màu đen,275604,2
588,màu của xe buýt là gì,màu vàng,246396,2
589,màu của chiếc đĩa là gì,màu xanh dương,306288,2
590,màu của xe là gì,màu xanh dương,372390,2
591,màu của con chim là gì,màu nâu,148474,2
592,màu sắc của macbook là gì,màu đen,526467,2
593,màu của cỏ là gì,màu vàng,139702,2
594,màu của chiếc đĩa là gì,màu xanh dương,214300,2
595,màu của dấu hiệu là gì,màu xanh lá,169330,2
596,màu của máy bay là gì,màu xám,154068,2
597,màu của vải là gì,màu tía,3272,2
598,màu sắc của cà vạt là gì,màu đen,110761,2
599,màu của diều là gì,màu tía,297308,2
600,màu của xe đạp là gì,màu cam,187509,2
601,màu của con mèo là gì,màu đen,218574,2
602,màu của đồng hồ là gì,màu đen,101675,2
603,màu của xe buýt là gì,màu đỏ,576012,2
604,màu của con chó là gì,màu nâu,235446,2
605,màu của vỏ là gì,màu tía,308470,2
606,màu sắc của giao thông là gì,màu đỏ,257712,2
607,màu của xe buýt là gì,màu xanh dương,553735,2
608,màu của chiếc ô là gì,màu cam,358171,2
609,màu của con mèo là gì,màu xám,267653,2
610,màu của cà vạt là gì,màu xanh dương,495988,2
611,màu mắt là gì,màu vàng,233379,2
612,màu của con mèo là gì,màu đen,542946,2
613,màu của bông hoa là gì,màu vàng,355270,2
614,màu của xe buýt là gì,màu xanh dương,8836,2
615,màu của bảng là gì,màu nâu,331249,2
616,màu của xe buýt là gì,màu đỏ,12626,2
617,màu của bệ là gì,màu xanh dương,395627,2
618,màu của bầu trời là gì,màu xám,306718,2
619,màu của hàng rào là gì,màu cam,201000,2
620,màu sắc của công viên là gì,màu xanh lá,74411,2
621,màu của chiếc bình là gì,màu xanh dương,114749,2
622,màu sắc của giày là gì,màu xám,11508,2
623,màu của áo là gì,màu cam,426400,2
624,màu của con mèo là gì,màu nâu,198561,2
625,màu của con chó là gì,màu đen,23594,2
626,màu của con mèo là gì,màu đen,439779,2
627,màu của màn hình là gì,màu vàng,57178,2
628,màu của áo khoác là gì,màu đen,165036,2
629,màu của con ngựa là gì,màu nâu,245235,2
630,màu của cuốn sách là gì,màu đen,397044,2
631,màu của ghế là gì,màu đen,348290,2
632,màu của chất lỏng là gì,màu xanh dương,290566,2
633,màu của máy bay là gì,màu xám,438180,2
634,màu của túi là gì,màu đỏ,457492,2
635,màu của tường là gì,màu cam,188511,2
636,màu của lá là gì,màu xanh lá,319126,2
637,màu của nước ép là gì,màu cam,92575,2
638,màu tóc là gì,màu trắng,199469,2
639,màu của cái bát là gì,màu cam,105580,2
640,màu của bồn rửa là gì,màu vàng,19380,2
641,màu của lửa là gì,màu vàng,154507,2
642,màu của bảng là gì,màu trắng,549409,2
643,màu của chiếc bình là gì,màu xanh lá,505597,2
644,màu của chiếc bình là gì,màu xanh lá,556763,2
645,màu của máy bay là gì,màu xanh lá,307567,2
646,màu của xe là gì,màu vàng,576026,2
647,màu của trang trí là gì,màu xanh lá,295154,2
648,màu của gấu là gì,màu đen,458879,2
649,màu của lò sưởi là gì,màu trắng,445156,2
650,màu của chuối là gì,màu xanh lá,316826,2
651,màu của con mèo là gì,màu xanh dương,67246,2
652,màu của bãi cỏ là gì,màu xanh lá,503074,2
653,màu của tòa án là gì,màu đỏ,391971,2
654,màu của chiếc đĩa là gì,màu trắng,82929,2
655,màu của trượt tuyết là gì,màu đen,544373,2
656,màu của chiếc ô là gì,màu tía,134825,2
657,màu của bông hoa là gì,màu trắng,95554,2
658,màu của cam là gì,màu cam,544449,2
659,màu của thứ kẻ sọc là gì,màu trắng,103580,2
660,màu của vòi nước là gì,màu vàng,113504,2
661,màu của áo là gì,màu xanh lá,196406,2
662,màu của áo là gì,màu trắng,110142,2
663,màu của chiếc đĩa là gì,màu trắng,542138,2
664,màu của chiếc ô là gì,màu xanh dương,527628,2
665,màu của cái bát là gì,màu đỏ,567616,2
666,màu của ánh sáng là gì,màu xanh lá,532779,2
667,màu của áo phông là gì,màu trắng,118925,2
668,màu của ánh sáng là gì,màu đỏ,369609,2
669,màu của quá cảnh là gì,màu vàng,440885,2
670,màu của nhà vệ sinh là gì,màu trắng,210322,2
671,màu của con chó là gì,màu trắng,508531,2
672,màu sắc của kem là gì,màu xanh dương,215405,2
673,màu của áo là gì,màu trắng,58708,2
674,màu của con chó là gì,màu nâu,224468,2
675,màu của gấu là gì,màu nâu,265315,2
676,màu của xe buýt là gì,màu tía,524679,2
677,màu của chiếc tàu là gì,màu đen,402308,2
678,màu của sơn là gì,màu vàng,416936,2
679,màu của con mèo là gì,màu xám,430142,2
680,màu của bàn phím là gì,màu trắng,521947,2
681,màu của dĩa nhựa là gì,màu tía,329012,2
682,màu của dơi là gì,màu vàng,380425,2
683,màu của con chó là gì,màu nâu,38827,2
684,màu của túi là gì,màu xanh dương,408116,2
685,màu của phòng ngủ là gì,màu trắng,230109,2
686,màu của ghế là gì,màu nâu,63275,2
687,màu của gấu bông là gì,màu nâu,288846,2
688,màu của thùng rác là gì,màu tía,291321,2
689,màu của hoa cúc là gì,màu tía,222056,2
690,màu của xe buýt là gì,màu đỏ,100331,2
691,màu của cấu trúc là gì,màu cam,434951,2
692,màu sắc của đôi giày là gì,màu xanh lá,473411,2
693,màu của phòng tắm là gì,màu trắng,66930,2
694,màu của vẹt là gì,màu vàng,240590,2
695,màu của vali là gì,màu xanh dương,75084,2
696,màu của bầu trời là gì,màu xanh dương,90820,2
697,màu của chuỗi là gì,màu đỏ,331520,2
698,màu của ghế là gì,màu xanh dương,299647,2
699,màu của lá là gì,màu xanh lá,39993,2
700,màu tóc là gì,màu xanh dương,338281,2
701,màu của con bò là gì,màu nâu,358457,2
702,màu của con voi là gì,màu nâu,245746,2
703,màu của bánh là gì,màu vàng,531289,2
704,màu của con mèo là gì,màu cam,320649,2
705,màu của tường là gì,màu trắng,207686,2
706,màu của áo là gì,màu trắng,264511,2
707,màu của chiếc ô là gì,màu vàng,143490,2
708,màu sắc của giày là gì,màu đen,149143,2
709,màu của sàn là gì,màu xám,195761,2
710,màu của nền là gì,màu xanh lá,546232,2
711,màu sắc của các món ăn là gì,màu xanh dương,520087,2
712,màu của xe tải là gì,màu đỏ,551050,2
713,màu của chuột là gì,màu trắng,492774,2
714,màu của con ngựa là gì,màu nâu,365536,2
715,màu của bông hoa là gì,màu đỏ,139333,2
716,màu sắc ở phía sau là gì,màu cam,172751,2
717,màu sắc của cô gái là gì,màu trắng,477135,2
718,màu của xe tải là gì,màu vàng,41087,2
719,màu của ghế là gì,màu đen,15906,2
720,màu sắc của bông hoa là gì,màu trắng,327324,2
721,màu của vali là gì,màu xanh dương,114079,2
722,màu của rèm là gì,màu trắng,550126,2
723,màu của gấu là gì,màu đen,439940,2
724,màu của mèo con là gì,màu đen,26733,2
725,màu của dĩa nhựa là gì,màu tía,316477,2
726,màu của chiếc xe đang chạy là gì,màu cam,548893,2
727,màu của nền là gì,màu đen,581732,2
728,màu sắc của áo tuyết là gì,màu tía,105600,2
729,màu của chăn là gì,màu xanh dương,104454,2
730,màu của nhà vệ sinh là gì,màu vàng,202832,2
731,màu của chiếc hộp là gì,màu đen,412516,2
732,màu của cà vạt là gì,màu đỏ,254139,2
733,màu của phòng tắm là gì,màu trắng,451535,2
734,màu sắc của các dấu hiệu là gì,màu cam,454680,2
735,màu của con bò là gì,màu nâu,336682,2
736,màu của chiếc ô là gì,màu vàng,245846,2
737,màu của tủ lạnh là gì,màu xám,342342,2
738,màu của quần short là gì,màu xanh dương,427662,2
739,màu của bánh răng là gì,màu đen,21151,2
740,màu của con chó là gì,màu nâu,253247,2
741,màu của cưỡi là gì,màu xanh dương,69081,2
742,màu của áo là gì,màu xanh lá,313720,2
743,màu của ghế là gì,màu cam,20809,2
744,màu của con mèo là gì,màu đen,529188,2
745,màu của máy bay phản lực là gì,màu xám,40870,2
746,màu của con chim là gì,màu đen,463430,2
747,màu của vòi nước là gì,màu tía,167622,2
748,màu của cốc là gì,màu đỏ,126699,2
749,màu của gấu là gì,màu nâu,271568,2
750,màu của vòi nước là gì,màu xanh lá,225345,2
751,màu của lửa là gì,màu xanh dương,172582,2
752,màu của con mèo là gì,màu đen,411160,2
753,màu của xe ngựa là gì,màu xanh dương,308968,2
754,màu của áo choàng là gì,màu vàng,506315,2
755,màu của xe là gì,màu đỏ,470028,2
756,màu của nón là gì,màu cam,443188,2
757,màu của màn là gì,màu trắng,330770,2
758,màu của xe buýt là gì,màu đỏ,22229,2
759,màu của sườn đồi là gì,màu xanh lá,234255,2
760,màu của áo là gì,màu đen,269360,2
761,màu của lông là gì,màu xanh dương,563559,2
762,màu của chiếc ô là gì,màu cam,1216,2
763,màu của nền là gì,màu xanh dương,262917,2
764,màu của gạch là gì,màu nâu,487256,2
765,màu sắc của người phụ nữ là gì,màu đen,26321,2
766,màu của cà vạt là gì,màu tía,397824,2
767,màu của dấu hiệu là gì,màu vàng,312344,2
768,màu sắc của bông hoa là gì,màu xanh lá,351591,2
769,màu của túi là gì,màu xám,110250,2
770,màu của bông hoa là gì,màu tía,87123,2
771,màu của chiếc ô là gì,màu tía,7642,2
772,màu của biển báo là gì,màu đỏ,87403,2
773,màu của chiếc đĩa là gì,màu trắng,377609,2
774,màu sắc của xe máy là gì,màu xanh lá,365138,2
775,màu sắc của người đàn ông là gì,màu xám,82255,2
776,màu sắc của trái tim là gì,màu tía,303367,2
777,màu của gấu bông là gì,màu đỏ,470539,2
778,màu của bầu trời là gì,màu xanh dương,66005,2
779,màu sắc của những con chim là gì,màu đen,153946,2
780,màu của bầu trời là gì,màu xanh dương,323230,2
781,màu mắt là gì,màu nâu,198561,2
782,màu sắc của bông hoa là gì,màu vàng,367188,2
783,màu của xe buýt là gì,màu vàng,322659,2
784,màu của áo là gì,màu xám,516176,2
785,màu của quần jean là gì,màu xanh dương,260917,2
786,màu của món ăn là gì,màu xanh lá,294775,2
787,màu của con mèo là gì,màu đen,506782,2
788,màu của con ngựa là gì,màu đen,131833,2
789,màu của bông hoa là gì,màu tía,439366,2
790,màu sắc của các dấu hiệu là gì,màu cam,406208,2
791,màu của băng ghế là gì,màu xanh dương,394229,2
792,màu của bánh là gì,màu trắng,64954,2
793,màu của chiếc ô là gì,màu đen,101822,2
794,màu của bãi cỏ là gì,màu xanh lá,448698,2
795,màu của mỏ là gì,màu cam,309721,2
796,màu của bầu trời là gì,màu xanh dương,364582,2
797,màu của xe tải là gì,màu vàng,376084,2
798,màu của khăn là gì,màu nâu,521473,2
799,màu của cây là gì,màu xanh lá,179906,2
800,màu của xe buýt là gì,màu vàng,5757,2
801,màu của điện thoại là gì,màu đỏ,154916,2
802,màu của ngói là gì,màu đen,185296,2
803,màu của bộ đồ là gì,màu đen,323379,2
804,màu của băng ghế là gì,màu xanh lá,489470,2
805,màu sắc của đồng hồ là gì,màu tía,101675,2
806,màu của gấu là gì,màu đen,307583,2
807,màu của vali là gì,màu đỏ,465695,2
808,màu của lá là gì,màu xanh lá,409078,2
809,màu của tường là gì,màu cam,345797,2
810,màu của con ngựa là gì,màu nâu,347697,2
811,màu của chiếc tàu là gì,màu vàng,429644,2
812,màu tóc là gì,màu đen,90989,2
813,màu của chuối là gì,màu xanh lá,291107,2
814,màu của dĩa nhựa là gì,màu xanh lá,518052,2
815,màu của ô cửa là gì,màu đỏ,70600,2
816,màu của chiếc ô là gì,màu tía,276750,2
817,màu của gấu là gì,màu đen,29182,2
818,màu sắc của ca nô là gì,màu xanh dương,193629,2
819,màu của xe máy là gì,màu cam,8439,2
820,màu của dĩa nhựa là gì,màu tía,394,2
821,màu sắc của bông hoa là gì,màu đỏ,579534,2
822,màu của xe buýt là gì,màu đỏ,156963,2
823,màu của ván trượt tuyết là gì,màu xanh dương,425497,2
824,màu của con chim là gì,màu đỏ,374146,2
825,màu của cột là gì,màu xanh dương,159456,2
826,màu sắc của bông hoa là gì,màu tía,332723,2
827,màu của sàn là gì,màu xanh lá,158569,2
828,màu của lá là gì,màu xanh lá,316181,2
829,màu của chiếc tàu là gì,màu vàng,446307,2
830,màu của lá là gì,màu xanh lá,497768,2
